Фото,Товар,Бренд,Категория,Артикул,Выручка,Продажи,Упущенная выручка,Упущенные продажи,Макс,Мин,Сред
https://basket-10.wbbasket.ru/vol1493/part149340/149340358/images/c246x328/1.webp,Часовой механизм для настенных часов со стрелками,Соломон,Механизмы для часов,149340358,10 209 ₽,73 шт.,"2 890,00 ₽",19 шт.,154 ₽,130 ₽,"145,62 ₽"
https://basket-10.wbbasket.ru/vol1493/part149340/149340371/images/c246x328/1.webp,Часовой механизм для настенных часов,Соломон,Механизмы для часов,149340371,11 268 ₽,73 шт.,"0,00 ₽",0 шт.,173 ₽,147 ₽,"156,83 ₽"
https://basket-10.wbbasket.ru/vol1507/part150781/150781689/images/c246x328/1.webp,Булавка портновская Т-образные 50шт 32мм,Арт узор,Булавки,150781689,11 095 ₽,73 шт.,"8 415,00 ₽",57 шт.,169 ₽,131 ₽,"149,95 ₽"
https://basket-10.wbbasket.ru/vol1542/part154208/154208290/images/c246x328/1.webp,"Сувенир интерьерный ""Ажурные листья и шар"" золото 9,5х9х14см",Сималенд,Фигурки,154208290,32 270 ₽,73 шт.,"10 130,00 ₽",22 шт.,488 ₽,425 ₽,"451,41 ₽"
https://basket-16.wbbasket.ru/vol2566/part256675/256675613/images/c246x328/1.webp,"Новогодний венок на дверь d-33 см ""Яблочко""",Зимнее волшебство,Венки декоративные,256675613,59 100 ₽,73 шт.,"1 002,00 ₽",1 шт.,974 ₽,783 ₽,"852,79 ₽"
https://basket-12.wbbasket.ru/vol1759/part175980/175980278/images/c246x328/1.webp,Основание светильника с ПДУ LED 16 цветов USB,RISALUX,Ночники,175980278,24 893 ₽,73 шт.,"0,00 ₽",0 шт.,368 ₽,341 ₽,"353,46 ₽"
https://basket-17.wbbasket.ru/vol2793/part279334/279334573/images/c246x328/1.webp,Светильник настенно-потолочный Gu10 10Вт,BayerLux,Светильники,279334573,16 784 ₽,73 шт.,"0,00 ₽",0 шт.,252 ₽,223 ₽,"233,10 ₽"
https://basket-15.wbbasket.ru/vol2343/part234342/234342084/images/c246x328/1.webp,Биопрепарат для туалетов и выгребных ям,ОЖЗ КУЗНЕЦОВА,Средства для септиков,234342084,19 442 ₽,73 шт.,"16 678,00 ₽",61 шт.,271 ₽,242 ₽,"261,64 ₽"
https://basket-17.wbbasket.ru/vol2753/part275378/275378227/images/c246x328/1.webp,Благовония Мысли Здоровая семья,Сималенд,Благовония,275378227,8 768 ₽,73 шт.,"3 769,00 ₽",30 шт.,126 ₽,112 ₽,"117,48 ₽"
https://basket-10.wbbasket.ru/vol1569/part156948/156948377/images/c246x328/1.webp,"Блокфлейта 8 отверстий, синяя",Music Life,Флейты,156948377,10 732 ₽,73 шт.,"9 898,00 ₽",67 шт.,159 ₽,138 ₽,"145,93 ₽"
https://basket-23.wbbasket.ru/vol3988/part398878/398878862/images/c246x328/1.webp,Будда статуэтка в цветке,Сималенд,Статуэтки,398878862,10 059 ₽,73 шт.,"4 365,00 ₽",30 шт.,153 ₽,125 ₽,"138,62 ₽"
https://basket-16.wbbasket.ru/vol2468/part246886/246886748/images/c246x328/1.webp,Органайзер для хранения косметики вращающийся,Queen fair,Органайзеры для хранения,246886748,17 996 ₽,73 шт.,"5 425,00 ₽",20 шт.,269 ₽,234 ₽,"245,34 ₽"
https://basket-15.wbbasket.ru/vol2385/part238533/238533325/images/c246x328/1.webp,Набор стеков,Стамм,Наборы для лепки,238533325,12 034 ₽,73 шт.,"4 412,00 ₽",26 шт.,173 ₽,138 ₽,"150,83 ₽"
https://basket-12.wbbasket.ru/vol1668/part166831/166831906/images/c246x328/1.webp,"Свеча в торт на шпажке Галактика, цифра 0, 5,5 см",Страна Карнавалия,Свечи для торта,166831906,9 227 ₽,73 шт.,"8 156,00 ₽",62 шт.,132 ₽,121 ₽,"128,09 ₽"
https://basket-11.wbbasket.ru/vol1607/part160741/160741556/images/c246x328/1.webp,Кран Маевского,accoona,Комплекты для монтажа радиаторов,160741556,12 460 ₽,73 шт.,"0,00 ₽",0 шт.,176 ₽,154 ₽,"158,06 ₽"
https://basket-14.wbbasket.ru/vol2114/part211411/211411749/images/c246x328/1.webp,Часовой механизм для часов,Соломон,Механизмы для часов,211411749,9 216 ₽,73 шт.,"7 342,00 ₽",55 шт.,138 ₽,117 ₽,"129,60 ₽"
https://basket-14.wbbasket.ru/vol2104/part210497/210497471/images/c246x328/1.webp,Статуэтка Фигурка,Хорошие Сувениры,Фигурки,210497471,18 880 ₽,73 шт.,"0,00 ₽",0 шт.,284 ₽,244 ₽,"252,42 ₽"
https://basket-17.wbbasket.ru/vol2712/part271229/271229252/images/c246x328/1.webp,"Наклейка пластик ""Новый год"" зелёная 24,5х13,2 см",Сималенд,Наклейки для творчества,271229252,6 264 ₽,72 шт.,"1 342,00 ₽",15 шт.,106 ₽,87 ₽,"97,00 ₽"
https://basket-11.wbbasket.ru/vol1625/part162548/162548124/images/c246x328/1.webp,Музыка ветра,Сималенд,Колокольчики,162548124,19 822 ₽,72 шт.,"0,00 ₽",0 шт.,350 ₽,267 ₽,"282,30 ₽"
https://basket-11.wbbasket.ru/vol1618/part161844/161844330/images/c246x328/1.webp,Крючки для одежды настенные в прихожую,Сималенд,Крючки настенные,161844330,22 261 ₽,72 шт.,"13 552,00 ₽",42 шт.,327 ₽,305 ₽,"316,28 ₽"
https://basket-04.wbbasket.ru/vol453/part45352/45352174/images/c246x328/1.webp,Гирлянда на батарейках роса 1 м,Luazon Lighting,Гирлянды интерьерные,45352174,8 568 ₽,72 шт.,"627,00 ₽",5 шт.,139 ₽,119 ₽,"125,85 ₽"
https://basket-10.wbbasket.ru/vol1541/part154189/154189395/images/c246x328/1.webp,"Ручка для мебели, 96мм, 1 шт",CAPPIO,Ручки мебельные,154189395,17 387 ₽,72 шт.,"0,00 ₽",0 шт.,281 ₽,227 ₽,"243,50 ₽"
https://basket-16.wbbasket.ru/vol2437/part243749/243749061/images/c246x328/1.webp,Музыка ветра Слоны,Сималенд,Колокольчики,243749061,18 764 ₽,72 шт.,"3 316,00 ₽",12 шт.,274 ₽,255 ₽,"264,69 ₽"
https://basket-10.wbbasket.ru/vol1508/part150805/150805059/images/c246x328/1.webp,"Ароматизатор для бани и ванны Кипарис, 100 мл",Добропаровъ,Ароматизаторы для бани,150805059,9 934 ₽,72 шт.,"4 295,00 ₽",30 шт.,173 ₽,134 ₽,"151,78 ₽"
https://basket-10.wbbasket.ru/vol1448/part144804/144804029/images/c246x328/1.webp,"Фонтан настольный ""Мельница на камнях"" 12х18х29 см",Сималенд,Фонтаны,144804029,106 048 ₽,72 шт.,"0,00 ₽",0 шт.,1 638 ₽,1 380 ₽,"1 483,31 ₽"
https://basket-10.wbbasket.ru/vol1448/part144804/144804029/images/c246x328/1.webp,"Фонтан настольный ""Мельница на камнях"" 12х18х29 см",Сималенд,Фонтаны,144804029,106 048 ₽,72 шт.,"0,00 ₽",0 шт.,1 638 ₽,1 380 ₽,"1 483,31 ₽"
https://basket-04.wbbasket.ru/vol713/part71367/71367663/images/c246x328/1.webp,Канистра-бутыль,АЛЬТЕРНАТИВА,Емкости для воды садовые,71367663,56 068 ₽,72 шт.,"69 036,00 ₽",86 шт.,824 ₽,661 ₽,"721,43 ₽"
https://basket-11.wbbasket.ru/vol1627/part162741/162741385/images/c246x328/1.webp,Стеклянная шкатулка для украшений,Сималенд,Шкатулки,162741385,21 824 ₽,72 шт.,"0,00 ₽",0 шт.,359 ₽,297 ₽,"304,76 ₽"
https://basket-17.wbbasket.ru/vol2729/part272971/272971451/images/c246x328/1.webp,"Ночник ""Уникум"" LED 2Вт USB-A+USB Type-C",RISALUX,Ночники,272971451,11 401 ₽,72 шт.,"0,00 ₽",0 шт.,180 ₽,151 ₽,"162,27 ₽"
https://basket-17.wbbasket.ru/vol2742/part274268/274268091/images/c246x328/1.webp,Брелок Мишка в комбезе,Сималенд,Брелоки,274268091,21 257 ₽,72 шт.,"0,00 ₽",0 шт.,335 ₽,259 ₽,"299,97 ₽"
https://basket-23.wbbasket.ru/vol3997/part399733/399733376/images/c246x328/1.webp,Свечи светодиодные декоративные набор 2 шт,RISALUX,Свечи,399733376,10 743 ₽,72 шт.,"8 676,00 ₽",58 шт.,154 ₽,149 ₽,"151,67 ₽"
https://basket-12.wbbasket.ru/vol1668/part166819/166819914/images/c246x328/1.webp,Очки солнцезащитные женские,OneSun,Солнцезащитные очки,166819914,8 229 ₽,72 шт.,"0,00 ₽",0 шт.,292 ₽,99 ₽,"159,41 ₽"
https://basket-11.wbbasket.ru/vol1645/part164511/164511389/images/c246x328/1.webp,"Ороситель ""Лягушка""",Кунгурская керамика,Разбрызгиватели и дождеватели,164511389,18 597 ₽,72 шт.,"5 812,00 ₽",21 шт.,280 ₽,247 ₽,"260,03 ₽"
https://basket-11.wbbasket.ru/vol1616/part161629/161629080/images/c246x328/1.webp,"Настольная лампа ""Синди дуо""",RISALUX,Светильники,161629080,41 775 ₽,72 шт.,"0,00 ₽",0 шт.,651 ₽,540 ₽,"576,14 ₽"
https://basket-11.wbbasket.ru/vol1645/part164587/164587257/images/c246x328/1.webp,"Набор бусин 20 гр ""Смайлик на цветочке"" яркие 0,6х1х1 см",Арт узор,Бусины,164587257,10 690 ₽,72 шт.,"0,00 ₽",0 шт.,159 ₽,128 ₽,"141,52 ₽"
https://basket-17.wbbasket.ru/vol2688/part268821/268821477/images/c246x328/1.webp,Свеча-цилиндр Крест,Sima-Land Home,Свечи,268821477,21 774 ₽,72 шт.,"20 072,00 ₽",65 шт.,313 ₽,291 ₽,"304,82 ₽"
https://basket-16.wbbasket.ru/vol2553/part255304/255304514/images/c246x328/1.webp,"Новогоднее украшение Mery Christmas 14,7х42 см",Сималенд,Подвески интерьерные,255304514,6 912 ₽,72 шт.,"493,00 ₽",5 шт.,108 ₽,96 ₽,"99,81 ₽"
https://basket-22.wbbasket.ru/vol3785/part378524/378524750/images/c246x328/1.webp,Батарейка солевая спайка 2 шт,GP,Элементы питания,378524750,20 584 ₽,72 шт.,"12 036,00 ₽",40 шт.,314 ₽,271 ₽,"299,12 ₽"
https://basket-19.wbbasket.ru/vol3222/part322274/322274288/images/c246x328/1.webp,"Резинка для волос Марлен (набор 6 шт) загадка, 4 см",Queen fair,Резинки,322274288,4 388 ₽,72 шт.,"0,00 ₽",0 шт.,73 ₽,54 ₽,"63,97 ₽"
https://basket-16.wbbasket.ru/vol2583/part258349/258349577/images/c246x328/1.webp,Формодержатели для обуви от заломов 43-45 RUS,Сималенд,Формодержатели,258349577,10 609 ₽,72 шт.,"0,00 ₽",0 шт.,161 ₽,134 ₽,"148,50 ₽"
https://basket-16.wbbasket.ru/vol2486/part248613/248613132/images/c246x328/1.webp,"Шкатулка стекло ""Ромб жемчужный""",Сималенд,Шкатулки,248613132,13 496 ₽,72 шт.,"7,00 ₽",0 шт.,227 ₽,187 ₽,"197,90 ₽"
https://basket-15.wbbasket.ru/vol2356/part235606/235606461/images/c246x328/1.webp,Речной песок,Рецепты дедушки Никиты,Дренажи,235606461,8 679 ₽,72 шт.,"4 917,00 ₽",40 шт.,140 ₽,118 ₽,"132,38 ₽"
https://basket-10.wbbasket.ru/vol1553/part155329/155329581/images/c246x328/1.webp,Держатели крючки для подхватов штор 2 шт,Тундра,Аксессуары для штор,155329581,10 308 ₽,72 шт.,"1 067,00 ₽",7 шт.,161 ₽,130 ₽,"142,22 ₽"
https://basket-07.wbbasket.ru/vol1108/part110876/110876966/images/c246x328/1.webp,Сетевое зарядное устройство,HOCO,Зарядные устройства,110876966,13 632 ₽,71 шт.,"46 078,00 ₽",214 шт.,192 ₽,192 ₽,"192,00 ₽"
https://basket-18.wbbasket.ru/vol2894/part289470/289470280/images/c246x328/1.webp,Таблетница на день на 4 приема,ONLITOP,Таблетницы,289470280,6 603 ₽,71 шт.,"0,00 ₽",0 шт.,99 ₽,90 ₽,"94,27 ₽"
https://basket-12.wbbasket.ru/vol1663/part166391/166391802/images/c246x328/1.webp,"Ароматизатор Богатства и процветания кедр, 100 мл",Банная забава,Ароматизаторы для бани,166391802,12 561 ₽,71 шт.,"656,00 ₽",3 шт.,216 ₽,160 ₽,"181,78 ₽"
https://basket-10.wbbasket.ru/vol1438/part143808/143808758/images/c246x328/1.webp,Накладные ресницы пучки для макияжа,QF,Накладные ресницы,143808758,15 000 ₽,71 шт.,"14 165,00 ₽",67 шт.,217 ₽,187 ₽,"202,93 ₽"
https://basket-24.wbbasket.ru/vol4182/part418203/418203900/images/c246x328/1.webp,Статуэтка ангел с розами 1 шт,Сималенд,Статуэтки,418203900,10 082 ₽,71 шт.,"1 680,00 ₽",11 шт.,153 ₽,123 ₽,"142,36 ₽"
https://basket-13.wbbasket.ru/vol2004/part200495/200495782/images/c246x328/1.webp,Настенная открывашка для бутылок пива,Тундра,Открывалки,200495782,8 873 ₽,71 шт.,"0,00 ₽",0 шт.,144 ₽,121 ₽,"128,89 ₽"
https://basket-25.wbbasket.ru/vol4460/part446054/446054692/images/c246x328/1.webp,Монетница детская на молнии,Выбражулька,Кошельки,446054692,4 831 ₽,71 шт.,"136,00 ₽",2 шт.,76 ₽,64 ₽,"69,48 ₽"
https://basket-16.wbbasket.ru/vol2612/part261249/261249602/images/c246x328/1.webp,"Наклейка интерьерная цветная ""Зайчата новогодние"" 30х40 см",Арт узор,Наклейки интерьерные,261249602,5 820 ₽,71 шт.,"323,00 ₽",3 шт.,93 ₽,80 ₽,"84,59 ₽"
https://basket-15.wbbasket.ru/vol2388/part238802/238802728/images/c246x328/1.webp,"Папка А4, 400 мкм",Calligrata,Папки канцелярские,238802728,5 731 ₽,71 шт.,"0,00 ₽",0 шт.,96 ₽,79 ₽,"87,67 ₽"
https://basket-24.wbbasket.ru/vol4324/part432480/432480830/images/c246x328/1.webp,"Ароматизатор в машину Umi, тутти фрутти, бутылочка, 4 мл",TENSY,Автомобильные ароматизаторы,432480830,14 073 ₽,71 шт.,"14 006,00 ₽",63 шт.,201 ₽,172 ₽,"186,11 ₽"
https://basket-23.wbbasket.ru/vol4032/part403203/403203323/images/c246x328/1.webp,Брелок привидение украшение для ключей акрил,Сималенд,Брелоки,403203323,7 104 ₽,71 шт.,"4 566,00 ₽",45 шт.,118 ₽,100 ₽,"111,67 ₽"
https://basket-16.wbbasket.ru/vol2580/part258010/258010193/images/c246x328/1.webp,Очки детские солнцезащитные МИКС,OneSun,Солнцезащитные очки,258010193,5 818 ₽,71 шт.,"0,00 ₽",0 шт.,276 ₽,60 ₽,"120,90 ₽"
https://basket-04.wbbasket.ru/vol700/part70065/70065032/images/c246x328/1.webp,Экран на чугунный радиатор отопления 3 секции,Флекс,Экраны для радиаторов,70065032,94 792 ₽,71 шт.,"95 527,00 ₽",70 шт.,1 488 ₽,1 149 ₽,"1 365,63 ₽"
https://basket-03.wbbasket.ru/vol371/part37111/37111915/images/c246x328/1.webp,Носок новогодний для подарков 26х18 см,Зимнее волшебство,Елочные украшения,37111915,19 670 ₽,71 шт.,"7 046,00 ₽",24 шт.,304 ₽,245 ₽,"267,45 ₽"
https://basket-10.wbbasket.ru/vol1461/part146158/146158318/images/c246x328/1.webp,"Стельки для обуви тонкие дышащие, 29 см, 36-46 RUS",ONLITOP,Стельки,146158318,8 571 ₽,71 шт.,"0,00 ₽",0 шт.,140 ₽,111 ₽,"122,49 ₽"
https://basket-17.wbbasket.ru/vol2793/part279349/279349251/images/c246x328/1.webp,Скребок,Тундра,Скребки строительные,279349251,5 734 ₽,71 шт.,"0,00 ₽",0 шт.,87 ₽,80 ₽,"81,43 ₽"
https://basket-17.wbbasket.ru/vol2749/part274996/274996841/images/c246x328/1.webp,Гирлянда Бахрома 25 м,Luazon Lighting,Гирлянды интерьерные,274996841,158 151 ₽,71 шт.,"11 570,00 ₽",5 шт.,2 284 ₽,2 173 ₽,"2 219,90 ₽"
https://basket-07.wbbasket.ru/vol1107/part110717/110717508/images/c246x328/1.webp,Накладной хвост шиньон для волос,QF,Шиньоны,110717508,42 446 ₽,71 шт.,"0,00 ₽",0 шт.,677 ₽,552 ₽,"600,92 ₽"
https://basket-15.wbbasket.ru/vol2359/part235961/235961037/images/c246x328/1.webp,Удобрение мука известняковая,Нов-Агро,Удобрения для растений,235961037,10 721 ₽,71 шт.,"73 258,00 ₽",370 шт.,173 ₽,147 ₽,"154,20 ₽"
https://basket-03.wbbasket.ru/vol417/part41744/41744097/images/c246x328/1.webp,Новогоднее украшение Бант 20х18 см,Зимнее волшебство,Елочные украшения,41744097,9 585 ₽,71 шт.,"0,00 ₽",0 шт.,168 ₽,135 ₽,"144,61 ₽"
https://basket-25.wbbasket.ru/vol4365/part436516/436516074/images/c246x328/1.webp,Кисть для макияжа двусторонняя,QF,Кисти косметические,436516074,16 447 ₽,71 шт.,"0,00 ₽",0 шт.,275 ₽,212 ₽,"235,21 ₽"
https://basket-26.wbbasket.ru/vol4781/part478177/478177277/images/c246x328/1.webp,Фотоальбом на 300 фото 10×15 см «Наша семья»,Сималенд,Фотоальбомы,478177277,28 721 ₽,71 шт.,"21 841,00 ₽",52 шт.,477 ₽,383 ₽,"422,96 ₽"
https://basket-12.wbbasket.ru/vol1663/part166391/166391803/images/c246x328/1.webp,"Набор ароматизаторов 2х100 мл, пихта и эвкалипт",Банная забава,Ароматизаторы для бани,166391803,18 690 ₽,71 шт.,"8 357,00 ₽",30 шт.,309 ₽,229 ₽,"266,10 ₽"
